Datetime,Close_tsla,Close_vt,TSLA Value,VT Value,TSLA P&L,VT P&L,Total P&L
2020-11-30 18:30:00+01:00,582.21,88.865,-2911.05,2843.68,0.0,0.0,0.0
2020-11-30 19:00:00+01:00,579.8599853515625,88.8499984741211,-2899.2999267578125,2843.199951171875,11.750073242187682,-0.4800488281248363,11.270024414062846
2020-11-30 19:30:00+01:00,580.4661865234375,88.82499694824219,-2902.3309326171875,2842.39990234375,8.719067382812682,-1.2800976562498363,7.438969726562846
2020-11-30 20:00:00+01:00,580.6099853515625,88.86000061035156,-2903.0499267578125,2843.52001953125,8.000073242187682,-0.1599804687498363,7.840092773437846
2020-11-30 20:30:00+01:00,583.8599853515625,89.01409912109375,-2919.2999267578125,2848.451171875,-8.249926757812318,4.771171875000164,-3.4787548828121544
2020-11-30 21:00:00+01:00,578.8681030273438,88.7699966430664,-2894.3405151367188,2840.639892578125,16.709484863281432,-3.0401074218748363,13.669377441406596
2020-11-30 21:30:00+01:00,566.905029296875,88.75,-2834.525146484375,2840.0,76.52485351562518,-3.6799999999998363,72.84485351562535
2020-12-01 15:30:00+01:00,588.9312133789062,89.95999908447266,-2944.6560668945312,2878.719970703125,-33.60606689453107,35.039970703125164,1.4339038085940956
2020-12-01 16:00:00+01:00,581.8319702148438,90.08999633789062,-2909.1598510742188,2882.8798828125,1.890148925781432,39.199882812500164,41.090031738281596
2020-12-01 16:30:00+01:00,584.6749877929688,89.98999786376953,-2923.3749389648438,2879.679931640625,-12.324938964843568,35.999931640625164,23.674992675781596
2020-12-01 17:00:00+01:00,580.969970703125,90.13999938964844,-2904.849853515625,2884.47998046875,6.200146484375182,40.799980468750164,47.000126953125346
2020-12-01 17:30:00+01:00,584.1602172851562,90.00499725341797,-2920.8010864257812,2880.159912109375,-9.751086425781068,36.479912109375164,26.728825683594096
2020-12-01 18:00:00+01:00,582.52001953125,90.12000274658203,-2912.60009765625,2883.840087890625,-1.550097656249818,40.160087890625164,38.609990234375346
2020-12-01 18:30:00+01:00,579.6950073242188,90.11000061035156,-2898.4750366210938,2883.52001953125,12.574963378906432,39.840019531250164,52.414982910156596
2020-12-01 19:00:00+01:00,582.4000244140625,90.19000244140625,-2912.0001220703125,2886.080078125,-0.9501220703123181,42.400078125000164,41.449956054687846
2020-12-01 19:30:00+01:00,582.5900268554688,90.23999786376953,-2912.9501342773438,2887.679931640625,-1.900134277343568,43.999931640625164,42.099797363281596
2020-12-01 20:00:00+01:00,577.9478759765625,90.2300033569336,-2889.7393798828125,2887.360107421875,21.310620117187682,43.680107421875164,64.99072753906285
2020-12-01 20:30:00+01:00,581.4000244140625,90.12999725341797,-2907.0001220703125,2884.159912109375,4.049877929687682,40.479912109375164,44.529790039062846
2020-12-01 21:00:00+01:00,581.6677856445312,90.04900360107422,-2908.3389282226562,2881.568115234375,2.711071777343932,37.888115234375164,40.599187011719096
2020-12-01 21:30:00+01:00,585.1900024414062,90.08000183105469,-2925.9500122070312,2882.56005859375,-14.900012207031068,38.880058593750164,23.980046386719096
2020-12-02 15:30:00+01:00,559.010009765625,89.83000183105469,-2795.050048828125,2874.56005859375,115.99995117187518,30.880058593750164,146.88000976562535
2020-12-02 16:00:00+01:00,567.4600830078125,89.93820190429688,-2837.3004150390625,2878.0224609375,73.74958496093768,34.342460937500164,108.09204589843785
2020-12-02 16:30:00+01:00,561.080078125,89.93000030517578,-2805.400390625,2877.760009765625,105.64960937500018,34.080009765625164,139.72961914062535
2020-12-02 17:00:00+01:00,568.8419799804688,90.04499816894531,-2844.2098999023438,2881.43994140625,66.84010009765643,37.759941406250164,104.6000415039066
2020-12-02 17:30:00+01:00,567.1500244140625,90.09500122070312,-2835.7501220703125,2883.0400390625,75.29987792968768,39.360039062500164,114.65991699218785
2020-12-02 18:00:00+01:00,567.385009765625,90.08499908447266,-2836.925048828125,2882.719970703125,74.12495117187518,39.039970703125164,113.16492187500035
2020-12-02 18:30:00+01:00,560.6799926757812,90.02999877929688,-2803.3999633789062,2880.9599609375,107.65003662109393,37.279960937500164,144.9299975585941
2020-12-02 19:00:00+01:00,561.1500244140625,90.0469970703125,-2805.7501220703125,2881.50390625,105.29987792968768,37.823906250000164,143.12378417968785
2020-12-02 19:30:00+01:00,558.538818359375,89.9800033569336,-2792.694091796875,2879.360107421875,118.35590820312518,35.680107421875164,154.03601562500035
2020-12-02 20:00:00+01:00,560.23828125,90.11499786376953,-2801.19140625,2883.679931640625,109.85859375000018,39.999931640625164,149.85852539062535
2020-12-02 20:30:00+01:00,563.1599731445312,90.16999816894531,-2815.7998657226562,2885.43994140625,95.25013427734393,41.759941406250164,137.0100756835941
2020-12-02 21:00:00+01:00,565.5999755859375,90.08999633789062,-2827.9998779296875,2882.8798828125,83.05012207031268,39.199882812500164,122.25000488281285
2020-12-02 21:30:00+01:00,568.739990234375,90.13999938964844,-2843.699951171875,2884.47998046875,67.35004882812518,40.799980468750164,108.15002929687535
2020-12-03 15:30:00+01:00,589.3150024414062,90.5261001586914,-2946.5750122070312,2896.835205078125,-35.52501220703107,53.155205078125164,17.630192871094096
2020-12-03 16:00:00+01:00,588.1599731445312,90.66999816894531,-2940.7998657226562,2901.43994140625,-29.749865722656068,57.759941406250164,28.010075683594096
2020-12-03 16:30:00+01:00,586.30517578125,90.69000244140625,-2931.52587890625,2902.080078125,-20.475878906249818,58.400078125000164,37.924199218750346
2020-12-03 17:00:00+01:00,587.4329833984375,90.70999908447266,-2937.1649169921875,2902.719970703125,-26.114916992187318,59.039970703125164,32.925053710937846
2020-12-03 17:30:00+01:00,589.9500122070312,90.69999694824219,-2949.7500610351562,2902.39990234375,-38.70006103515607,58.719902343750164,20.019841308594096
2020-12-03 18:00:00+01:00,592.5800170898438,90.63999938964844,-2962.9000854492188,2900.47998046875,-51.85008544921857,56.799980468750164,4.949895019531596
2020-12-03 18:30:00+01:00,592.4998779296875,90.6500015258789,-2962.4993896484375,2900.800048828125,-51.44938964843732,57.120048828125164,5.670659179687846
2020-12-03 19:00:00+01:00,594.1300048828125,90.5999984741211,-2970.6500244140625,2899.199951171875,-59.60002441406232,55.519951171875164,-4.080073242187154
2020-12-03 19:30:00+01:00,595.75,90.45999908447266,-2978.75,2894.719970703125,-67.69999999999982,51.039970703125164,-16.660029296874654
2020-12-03 20:00:00+01:00,596.3250122070312,90.55999755859375,-2981.6250610351562,2897.919921875,-70.57506103515607,54.239921875000164,-16.335139160155904
2020-12-03 20:30:00+01:00,596.8200073242188,90.66000366210938,-2984.1000366210938,2901.1201171875,-73.05003662109357,57.440117187500164,-15.609919433593404
2020-12-03 21:00:00+01:00,594.8099975585938,90.76000213623047,-2974.0499877929688,2904.320068359375,-62.99998779296857,60.640068359375164,-2.3599194335934044
2020-12-03 21:30:00+01:00,593.280029296875,90.44999694824219,-2966.400146484375,2894.39990234375,-55.35014648437482,50.719902343750164,-4.630244140624654
